"id","file_path","url","slug","title","meta_description","content_type","macrocluster","subcluster","category","tags","publication_date","last_updated","word_count","hub_url","pillar_url","internal_links_out","internal_links_in","orphan_status","canonical","status","intent","primary_keyword","secondary_keywords","search_console_status","optimization_status","freshness_status","duplicate_risk","cannibalization_risk","action_required","priority","notes"
"HUB-005","src/pages/categorias/[slug].astro:cidades-do-norte-e-massachusetts","https://familiausa1.com/categorias/cidades-do-norte-e-massachusetts.html","cidades-do-norte-e-massachusetts","Cidades do Norte e Massachusetts","Guia pilar para brasileiros sobre cidades do Norte dos EUA e Massachusetts em 2026: Boston, Cambridge, Worcester, Framingham, Providence, Manchester, New Haven, Hartford e cidades mais baratas.","hub","cidades","Cidades do Norte e Massachusetts","Hub","","","","","https://familiausa1.com/categorias/cidades-do-norte-e-massachusetts.html","","","","hub","https://familiausa1.com/categorias/cidades-do-norte-e-massachusetts.html","publicado","navegacao/hub","Cidades do Norte dos EUA para brasileiros em 2026: Boston, Massachusetts e alternativas mais acessiveis","","nao informado","hub dinamico","revisar trimestralmente","baixo","baixo","manter atualizado conforme novos artigos","media",""
"HUB-006","src/pages/categorias/[slug].astro:compras-nos-eua","https://familiausa1.com/categorias/compras-nos-eua.html","compras-nos-eua","Compras nos EUA","Guia pilar de compras nos EUA para brasileiros: outlets, Walmart, Target, iPhone, impostos, dolar, alfandega e o que realmente vale a pena.","hub","compras","Compras nos EUA","Hub","","","","","https://familiausa1.com/categorias/compras-nos-eua.html","","","","hub","https://familiausa1.com/categorias/compras-nos-eua.html","publicado","navegacao/hub","Compras nos EUA em 2026: guia para brasileiros","","nao informado","hub dinamico","revisar trimestralmente","baixo","baixo","manter atualizado conforme novos artigos","media",""
"HUB-007","src/pages/categorias/[slug].astro:custo-de-vida","https://familiausa1.com/categorias/custo-de-vida.html","custo-de-vida","Custo de vida","Guia pilar de custo de vida nos EUA para brasileiros: aluguel, mercado, carro, seguro saude, contas, Florida, salario e planejamento familiar.","hub","trabalho","Custo de vida","Hub","","","","","https://familiausa1.com/categorias/custo-de-vida.html","","","","hub","https://familiausa1.com/categorias/custo-de-vida.html","publicado","navegacao/hub","Custo de vida nos EUA em 2026: guia para brasileiros","","nao informado","hub dinamico","revisar trimestralmente","baixo","baixo","manter atualizado conforme novos artigos","media",""
"HUB-008","src/pages/categorias/[slug].astro:familia-filhos","https://familiausa1.com/categorias/familia-filhos.html","familia-filhos","Familia e filhos","Escola publica, matricula, ano escolar, adaptacao das criancas, rotina familiar e rede de apoio.","hub","familia e escola","Familia e filhos","Hub","","","","","https://familiausa1.com/categorias/familia-filhos.html","","","","hub","https://familiausa1.com/categorias/familia-filhos.html","publicado","navegacao/hub","Familia e filhos","","nao informado","hub dinamico","revisar trimestralmente","baixo","baixo","manter atualizado conforme novos artigos","media",""
"HUB-009","src/pages/categorias/[slug].astro:imigracao-e-bancos","https://familiausa1.com/categorias/imigracao-e-bancos.html","imigracao-e-bancos","Imigracao e bancos","Conta bancaria, ITIN, status migratorio, credito e alertas financeiros que podem impactar imigrantes nos Estados Unidos.","hub","banco e credito","Imigracao e bancos","Hub","","","","","https://familiausa1.com/categorias/imigracao-e-bancos.html","","","","hub","https://familiausa1.com/categorias/imigracao-e-bancos.html","publicado","navegacao/hub","Imigracao e bancos nos EUA","","nao informado","hub dinamico","revisar trimestralmente","baixo","baixo","manter atualizado conforme novos artigos","media",""
"HUB-010","src/pages/categorias/[slug].astro:imigracao-legalizacao","https://familiausa1.com/categorias/imigracao-legalizacao.html","imigracao-legalizacao","Imigracao e legalizacao","Hub completo de imigracao e legalizacao nos EUA para brasileiros: vistos, green card, asilo, F1, trabalho autorizado, riscos, documentos, golpes e quando procurar advogado.","hub","imigracao","Imigracao e legalizacao","Hub","","","","","https://familiausa1.com/categorias/imigracao-legalizacao.html","","","","hub","https://familiausa1.com/categorias/imigracao-legalizacao.html","publicado","navegacao/hub","Imigracao e legalizacao nos EUA em 2026: vistos, green card, asilo e trabalho","","nao informado","hub dinamico","revisar trimestralmente","baixo","baixo","manter atualizado conforme novos artigos","media",""
"HUB-011","src/pages/categorias/[slug].astro:moradia-nos-eua","https://familiausa1.com/categorias/moradia-nos-eua.html","moradia-nos-eua","Moradia nos EUA","Aluguel, deposito, credito, score, escolha de cidade, contrato e cuidados para morar melhor.","hub","custo de vida","Moradia nos EUA","Hub","","","","","https://familiausa1.com/categorias/moradia-nos-eua.html","","","","hub","https://familiausa1.com/categorias/moradia-nos-eua.html","publicado","navegacao/hub","Moradia nos EUA","","nao informado","hub dinamico","revisar trimestralmente","baixo","baixo","manter atualizado conforme novos artigos","media",""
"HUB-012","src/pages/categorias/[slug].astro:noticias-eua","https://familiausa1.com/categorias/noticias-eua.html","noticias-eua","Noticias dos EUA","Atualizacoes relevantes sobre saude, politica, diplomacia, seguranca e fatos que impactam brasileiros.","hub","saude","Noticias dos EUA","Hub","","","","","https://familiausa1.com/categorias/noticias-eua.html","","","","hub","https://familiausa1.com/categorias/noticias-eua.html","publicado","navegacao/hub","Noticias dos EUA","","nao informado","hub dinamico","revisar trimestralmente","baixo","baixo","manter atualizado conforme novos artigos","media",""
"HUB-013","src/pages/categorias/[slug].astro:orlando-disney","https://familiausa1.com/categorias/orlando-disney.html","orlando-disney","Orlando e Disney","Guias para brasileiros sobre Orlando, Disney, Universal, compras, carro, custos, parques e viagem em familia.","hub","orlando e viagem","Orlando e Disney","Hub","","","","","https://familiausa1.com/categorias/orlando-disney.html","","","","hub","https://familiausa1.com/categorias/orlando-disney.html","publicado","navegacao/hub","Orlando e Disney","","nao informado","hub dinamico","revisar trimestralmente","baixo","baixo","manter atualizado conforme novos artigos","media",""
"HUB-014","src/pages/categorias/[slug].astro:orlando-e-viagem","https://familiausa1.com/categorias/orlando-e-viagem.html","orlando-e-viagem","Orlando e viagem","Guia pilar de Orlando para brasileiros: Disney, parques, compras, aluguel de carro, custos, roteiro, saude em viagem e planejamento familiar.","hub","orlando e viagem","Orlando e viagem","Hub","","","","","https://familiausa1.com/categorias/orlando-e-viagem.html","","","","hub","https://familiausa1.com/categorias/orlando-e-viagem.html","publicado","navegacao/hub","Orlando em 2026: viagem, Disney, compras e custos para brasileiros","","nao informado","hub dinamico","revisar trimestralmente","baixo","baixo","manter atualizado conforme novos artigos","media",""
"HUB-015","src/pages/categorias/[slug].astro:planejamento","https://familiausa1.com/categorias/planejamento.html","planejamento","Planejamento","Cidade, custo, dinheiro inicial, trabalho, clima, estado ideal e decisoes antes de mudar.","hub","trabalho","Planejamento","Hub","","","","","https://familiausa1.com/categorias/planejamento.html","","","","hub","https://familiausa1.com/categorias/planejamento.html","publicado","navegacao/hub","Planejamento","","nao informado","hub dinamico","revisar trimestralmente","baixo","baixo","manter atualizado conforme novos artigos","media",""
"HUB-016","src/pages/categorias/[slug].astro:primeiros-passos","https://familiausa1.com/categorias/primeiros-passos.html","primeiros-passos","Primeiros passos","Documentos, celular, banco, escola, mercado, transporte, erros comuns e primeiros 30 dias nos EUA.","hub","custo de vida","Primeiros passos","Hub","","","","","https://familiausa1.com/categorias/primeiros-passos.html","","","","hub","https://familiausa1.com/categorias/primeiros-passos.html","publicado","navegacao/hub","Primeiros passos","","nao informado","hub dinamico","revisar trimestralmente","baixo","baixo","manter atualizado conforme novos artigos","media",""
"HUB-017","src/pages/categorias/[slug].astro:saude-nos-eua","https://familiausa1.com/categorias/saude-nos-eua.html","saude-nos-eua","Saude nos EUA","Seguro saude, Marketplace, emergencia, ER, urgent care, viagem, custos medicos e cuidados praticos.","hub","saude","Saude nos EUA","Hub","","","","","https://familiausa1.com/categorias/saude-nos-eua.html","","","","hub","https://familiausa1.com/categorias/saude-nos-eua.html","publicado","navegacao/hub","Saude nos EUA","","nao informado","hub dinamico","revisar trimestralmente","baixo","baixo","manter atualizado conforme novos artigos","media",""
"HUB-018","src/pages/categorias/[slug].astro:trabalho-renda","https://familiausa1.com/categorias/trabalho-renda.html","trabalho-renda","Trabalho e renda","Emprego, salario, construcao, cleaning, riscos trabalhistas, autorizacao, renda e planejamento para brasileiros.","hub","trabalho","Trabalho e renda","Hub","","","","","https://familiausa1.com/categorias/trabalho-renda.html","","","","hub","https://familiausa1.com/categorias/trabalho-renda.html","publicado","navegacao/hub","Trabalho e renda","","nao informado","hub dinamico","revisar trimestralmente","baixo","baixo","manter atualizado conforme novos artigos","media",""
"HUB-019","src/pages/categorias/[slug].astro:vida-real-nos-eua","https://familiausa1.com/categorias/vida-real-nos-eua.html","vida-real-nos-eua","Vida real nos EUA","Rotina, seguranca, solidao, adaptacao, expectativas, familia e o que muda depois da chegada aos Estados Unidos.","hub","familia e escola","Vida real nos EUA","Hub","","","","","https://familiausa1.com/categorias/vida-real-nos-eua.html","","","","hub","https://familiausa1.com/categorias/vida-real-nos-eua.html","publicado","navegacao/hub","Vida real nos EUA","","nao informado","hub dinamico","revisar trimestralmente","baixo","baixo","manter atualizado conforme novos artigos","media",""
"HUB-020","src/pages/categorias/[slug].astro:visto-americano","https://familiausa1.com/categorias/visto-americano.html","visto-americano","Visto americano","DS-160, agendamento, entrevista, documentos, prazos, negativa, renovacao e planejamento responsavel para brasileiros.","hub","vistos","Visto americano","Hub","","","","","https://familiausa1.com/categorias/visto-americano.html","","","","hub","https://familiausa1.com/categorias/visto-americano.html","publicado","navegacao/hub","Visto americano","","nao informado","hub dinamico","revisar trimestralmente","baixo","baixo","manter atualizado conforme novos artigos","media",""
"PAGE-001","src/pages/index.astro","https://familiausa1.com/","home","Home","Porta de entrada do Familia USA1","hub","institucional","hub","hub","","","","","https://familiausa1.com/","","","","hub","https://familiausa1.com/","publicado","navegacao","Home","","nao informado","estrutura do portal","revisar semestralmente","baixo","baixo","manter","alta",""
"PAGE-002","src/pages/blog.astro","https://familiausa1.com/blog.html","blog","Blog","Indice geral de artigos","hub","institucional","hub","hub","","","","","https://familiausa1.com/blog.html","","","","hub","https://familiausa1.com/blog.html","publicado","navegacao","Blog","","nao informado","estrutura do portal","revisar semestralmente","baixo","baixo","manter","alta",""
"PAGE-003","src/pages/categorias.astro","https://familiausa1.com/categorias.html","categorias","Categorias","Indice de hubs por categoria","hub","institucional","hub","hub","","","","","https://familiausa1.com/categorias.html","","","","hub","https://familiausa1.com/categorias.html","publicado","navegacao","Categorias","","nao informado","estrutura do portal","revisar semestralmente","baixo","baixo","manter","alta",""
"PAGE-004","src/pages/comece-aqui.astro","https://familiausa1.com/comece-aqui.html","comece-aqui","Comece Aqui","Hub de navegacao para novos leitores","hub","institucional","hub","hub","","","","","https://familiausa1.com/comece-aqui.html","","","","hub","https://familiausa1.com/comece-aqui.html","publicado","navegacao","Comece Aqui","","nao informado","estrutura do portal","revisar semestralmente","baixo","baixo","manter","alta",""
"PAGE-005","src/pages/checklist-mudanca-eua.astro","https://familiausa1.com/checklist-mudanca-eua.html","checklist-mudanca-eua","Checklist de mudanca","Lead magnet gratuito","tool","institucional","tool","tool","","","","","","","","","tool","https://familiausa1.com/checklist-mudanca-eua.html","publicado","navegacao","Checklist de mudanca","","nao informado","estrutura do portal","revisar semestralmente","baixo","baixo","manter","baixa",""
"PAGE-006","src/pages/empreendedorismo-nos-estados-unidos.astro","https://familiausa1.com/empreendedorismo-nos-estados-unidos.html","empreendedorismo-nos-estados-unidos","Hub de empreendedorismo","Hub do cluster de empreendedorismo","hub","empreendedorismo","hub","hub","","","","","https://familiausa1.com/empreendedorismo-nos-estados-unidos.html","","","","hub","https://familiausa1.com/empreendedorismo-nos-estados-unidos.html","publicado","navegacao","Hub de empreendedorismo","","nao informado","estrutura do portal","revisar semestralmente","baixo","baixo","manter","alta",""
"PAGE-007","src/pages/empreender-nos-estados-unidos-guia-completo.astro","https://familiausa1.com/empreender-nos-estados-unidos-guia-completo.html","empreender-nos-estados-unidos-guia-completo","Pilar de empreendedorismo","Pilar do cluster de empreendedorismo","pillar","institucional","pillar","pillar","","","","","","https://familiausa1.com/empreender-nos-estados-unidos-guia-completo.html","","","pillar","https://familiausa1.com/empreender-nos-estados-unidos-guia-completo.html","publicado","navegacao","Pilar de empreendedorismo","","nao informado","estrutura do portal","revisar semestralmente","baixo","baixo","manter","baixa",""
